salary_id,employer_name,location_name,location_state,location_country,location_latitude,location_longitude,job_title,job_title_category,job_title_rank,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,comments,submitted_at
2472,fintech,"san francisco, ca",CA,US,37.77,-122.41,devops,Operations,,6,1,140000,10000,,,,3/21/16 21:40
2475,yumbles,cyprus,,CY,35,33,marketing manager,Management,,3,0,18000,0,0,0,Say no,3/21/16 21:42
2476,paypal,boston,,,,,android developer (soft eng ii),Software,,2,2,100000,2000,5000,10%,,3/21/16 21:42
2478,pariveda solutions,bellevue wa,WA,US,38,-97,consultant 2,Other,2,1.5,1.5,77000,5000,0,,,3/21/16 21:42
2479,tiny grant-funded company,nyc,,,,,software engineer,Software,,10,2,128000,0,0,0,,3/21/16 21:43
2480,square,san francisco,,,,,software engineer,Software,,10,1.5,150000,0,,15000,,3/21/16 21:44
2481,google,mountain view,,,,,test engineer,Engineering,,3,2,126000,0,25000,"30,000",,3/21/16 21:45
2482,oracle,redwood,,,,,architect,Other,,20,1,175000,0,0,25000,Pays the bills - Huge Bureaucracy,3/21/16 21:45
2483,carnegie mellon,"pittsburgh, pa",PA,US,40.35,-79.9,research programmer,Other,,3,3,65000,0,0,0,,3/21/16 21:45
2487,amazon,seattle,,,,,sde i,Software,1,2,2,92000,20000,0,"Initial grant of 53K vesting 5%, 15%, then 20% each 6 months",,3/21/16 21:47
2488,housing,mumbai,,,,,devops engineer,Engineering,,2.5,1,21027,0,0,0,Good work culture,3/21/16 21:47
2489,mid size,silicon valley,,,,,senior software engineer,Software,Senior,8,2.5,140000,0,14000,0,stock option is kinda worthless i'm now finding out,3/21/16 21:47
2491,browserstack,"mumbai, india",,IN,20,77,software developer,Software,,1,1,1500000,,,,,3/21/16 21:48
2492,google,mountain view,,,,,program manager,Management,,4,2,110000,5000,19000,20000,,3/21/16 21:48
2493,amazon,seattle,,,,,game developer,Software,,8,0,130000,0,30000,,"30k bonus year 1, 25k year 2, RSUs after.",3/21/16 21:49
2494,netflix,"los gatos, ca",CA,US,37.22,-121.99,senior software engineer,Software,Senior,10,2,330000,,,,,3/21/16 21:49
2497,google,"mountain view, ca",CA,US,37.41,-122.05,software engineer,Software,,6,1,155000,50000,24000,150000,,3/21/16 21:50
2498,major bank,washington d.c.,WA,US,38,-97,senior software engineer,Software,Senior,5,1,135000,10000,13000,"4,000",,3/21/16 21:51
2501,facebook,new york city,NY,US,38,-97,software engineer,Software,,2,2,140000,75000,25000,60000,,3/21/16 21:52
2502,microsoft,shanghai,,,,,sde,Software,,2,1,225000,20000,,RMB: 50k,,3/21/16 21:52
2508,walmart,san bruno,,,,,software engineer,Software,,3,1,110000,10000,17000,20000,,3/21/16 21:57
2512,davanti consulting,"auckland, new zealand",,NZ,-41,174,senior consultant (salesforce.com developer),Software,Senior,4,1,50000,,5000,,,3/21/16 21:59
2516,shyp,"san francisco, ca",CA,US,37.77,-122.41,engineer,Engineering,,,,145000,5000,,,,3/21/16 22:01
2518,boeing,everett,,,,,aerospace engineer,Engineering,,5,4,95000,0,4000,0,,3/21/16 22:03
2519,netflix,los gatos,,,,,sr software engineer,Software,Senior,10,2,400000,,,,,3/21/16 22:03
2522,us navy,ridgecrest,,,,,computer scientist,Software,,3,3,58000,5000,1000,0,DP3-1550,3/21/16 22:04
2523,zoho,chennai,,,,,project manager,Management,,4,1,900000,0,75000,0,,3/21/16 22:05
2527,qualcomm,"bangalore, india",,IN,20,77,associate engineer,Engineering,,1.5,1.5,14000,2250,,2500,,3/21/16 22:06
2528,time warner cable,dallas texas usa,TX,US,38,-97,network engineer 2,Engineering,2,4,2,66000,0,4100,0,,3/21/16 22:07
2530,startup,sf,,,,,product manager,Management,,3,1.5,89000,0,16000,"5,000",,3/21/16 22:07
2531,facebook,san francisco,,,,,software engineer,Software,,4,1,128000,25000,12000,150000,,3/21/16 22:07
2532,walmart,sunnyvale,,,,,staff engineer,Engineering,,19,7,164000,0,33000,60000,,3/21/16 22:08
2533,acuta,"russia, spb",,RU,60,100,security testing engineer,Engineering,,2,1,7950,,,,Russia,3/21/16 22:09
2534,driveu,"bangalore, india",,IN,20,77,platform engineer,Engineering,,2,0,13530,0,,,Toxic work environment. Heavy hierarchy. I'm not surprised there's no Signing Bonus or Annual Bonus.,3/21/16 22:09
2536,weishen industrial pvt ltd,singapore,,SG,1.37,103.8,operation execurive,Management,,5,3.5,32000,0,0,0,,3/21/16 22:12
2537,payments product startup,bangalore india,,IN,20,77,software engineer,Software,,3,0.5,,,,,,3/21/16 22:12
2538,bloomreach,"bangalore, india",,IN,20,77,software engineer,Software,,6,,40000,,5000,,,3/21/16 22:13
2539,cisco,san francisco,,,,,software engineer,Software,,1.5,1.5,110000,15000,22000,36000,,3/21/16 22:14
2540,google,mountain view,,,,,software engineer,Software,,2,0,115000,0,17000,46000,,3/21/16 22:14
2544,amazon,seattle,,,,,sde,Software,,7,5,125000,,,,,3/21/16 22:22
2547,amazon,seattle,,,,,software development engineer ii,Software,2,3.5,3.5,113000,39000,,48111,,3/21/16 22:24
2549,unnamed hardware startup,san francisco,,,,,electrical design engineer,Engineering,,6,1,150000,,,0.50%,,3/21/16 22:26
2550,ibm watson,san jose,,,,,software engineer,Software,,1,1,87000,5000,500,0,"They match my 401K up to 5%. For more senior employees, 6%.",3/21/16 22:27
2551,series b startup,san francisco,,,,,software engineer,Software,,15,3.5,160000,0,30000,,"Got large option grant to start; no refresher grants; $35,000/year salary increase since starting",3/21/16 22:27
2555,manulife,singapore,,SG,1.37,103.8,data scientist,Data,,7,0,123000,2200,20000,0,,3/21/16 22:28
2556,netapp,sunnyvale,,,,,mts iv,Other,4,10,2,157000,5000,12000,4800,,3/21/16 22:28
2557,box,"redwood city, ca",CA,US,37.46,-122.24,staff software engineer,Software,,11,2,210000,100000,0,"50,000",,3/21/16 22:29
2560,gaming startup 50 employees,san francisco,,,,,product manager,Management,,4,1,100000,0,0,8000,Very annoyed about the company's culture of asking all employees to take a pay cut...not sure if I negotiated poorly or if it's just the nature of the gaming industry,3/21/16 22:31
2565,thoughtworks,"pune, india",,IN,20,77,application developer,Software,,3.5,3.5,10000,0,0,0,It sucks big time !! Lesser experienced people in not so great companies earn much more :(,3/21/16 22:35
2568,economic consulting,california,CA,US,38,-97,economist,Other,,1,1,200000,50000,25000,0,,3/21/16 22:36
2569,intel,boulder,,,,,swe,Software,,0,1,90000,7000,5,0,,3/21/16 22:37
2571,microsoft,san francisco,,,,,senior software engineet,Software,Senior,8,1,180000,15000,30000,"10,000",,3/21/16 22:39
2574,own,asia,,,,,consultant,Other,,10,3,100000,0,20000,0,,3/21/16 22:43
2575,mozilla,san francisco,,,,,senior software engineer,Software,Senior,8,4.5,125000,10000,50000,0,,3/21/16 22:43
2576,llnl,livermore,,,,,computer scientist (ses.4),Applied Science,,14,6,182000,0,2700,0,,3/21/16 22:44
2579,twitter,not a coast,,,,,software engineer ii,Software,2,4,0,115000,0,11000,22500,,3/21/16 22:45
2580,veritas llc,mountain view,,,,,principal software engineer,Software,,15,11,132000,0,8000,0,,3/21/16 22:46
2584,amazon,sunnyvale,,,,,software development engineer ii,Software,2,8,2,167000,25000,,25000,,3/21/16 22:50
2585,sncf,france,,FR,46,2,embedded systems developer,Software,,6,1,25000,,,,Okay salary for france and low level degree,3/21/16 22:50
2587,self,denver,,,,,ios freelance,Other,,9,2,260000,0,0,0,,3/21/16 22:52
2588,cal fire,"sacramento, ca",CA,US,38.58,-121.49,systems software specliast i,Software,1,11,0,82000,0,0,0,,3/21/16 22:53
2590,gameforge,germany,,DE,51,9,lead developer,Software,,15,,72000,0,0,0,,3/21/16 22:54
2593,justin.tv,san francisco,,,,,communist sympathizer engineer,Engineering,,7,3,140,10,10,200,,3/21/16 22:56
2594,raytheon,sunnyvale,,,,,electrical engineer,Engineering,,0,1,74000,0,0,0,,3/21/16 22:57
2595,50 person startup,mountain view,,,,,senior software engineer,Software,Senior,7,4,180000,20000,0,5000,,3/21/16 22:58
2596,ä¸_æµ·ç”µä¿¡,ä¸_æµ·,,,,,è_¯ä»¶å·¥ç¨‹å¸ˆ,Other,,5,2,216000,2000,20000,,,3/21/16 22:58
2600,google,sf,,,,,software engineer,Software,,1,1,136,10,20,40,,3/21/16 23:04
2603,apple,cupertino,,,,,software engineer,Software,,5,1,160000,30000,12000,100000,,3/21/16 23:07
2604,lawrence livermore national laboratory,"livermore, california",CA,US,37.68,-121.75,computer scientist,Software,,3.75,3.75,128500,5000,0,0%,"401(k): 100% match up to 6%, plus 3.5% whether or not I contribute anything",3/21/16 23:08
2605,series c startup,san francisco,,,,,software engineer,Software,,1,1,109000,,,250000+,"Got stock option at series A level, now worth 1m+",3/21/16 23:11
2608,google,mountain view,,,,,se (level 4),Other,,2,1,145000,30000,15,68000,PhD degree,3/21/16 23:14
2609,amazon,"seattle, wa",WA,US,47.61,-122.33,sdet,Software,,1.5,1.5,92000,,,,,3/21/16 23:14
2612,~20 person startup,boston,,,,,software engineer,Software,,0,0,85000,0,0,,,3/21/16 23:20
2613,hired,"san francisco, ca",CA,US,37.77,-122.41,product engineer,Engineering,,3,0,135000,0,0,20000,,3/21/16 23:20
2614,kalibrr,"manila, philippines",,PH,13,122,product designer,Other,,4,1,10000,0,1000,0,,3/21/16 23:21
2616,ge digital,"san ramon, ca",CA,US,37.76,-121.93,software business operations analyst,Data,,3,1,95000,10000,,,,3/21/16 23:22
2619,boeing,"seattle, wa",WA,US,47.61,-122.33,devops - it rotation program,Other,,2,2,72000,5000,4000,,"No Stock Options, but great 401k match(if you're into that kind of thing)",3/21/16 23:24
2620,government,"athens, greece",,GR,39,22,forensic examiner,Other,,6,4,22176,0,0,0,,3/21/16 23:26
2621,cisco,san jose,,,,,it engineer,Engineering,,2.5,2.5,88000,10000,4400,0,,3/21/16 23:27
2623,techlogix,"karachi, pakistan",,PK,30,70,software engineer,Software,,1,1,600000,,,,,3/21/16 23:29
2625,facebook,menlo park,,,,,production engineer,Engineering,,3,2,140000,10000,10,35000,,3/21/16 23:30
2626,secret,secret,,,,,software developer,Software,,16,16,40500,0,0,0,,3/21/16 23:32
2627,broadcom,san jose,,,,,firmware engineer,Engineering,,4,4,95000,4500,10000,10000,,3/21/16 23:33
2631,sioux embedded systems,"eindhoven, the netherlands",,NL,52.5,5.75,senior software engineer,Software,Senior,3,3,41000,0,0,0,,3/21/16 23:37
2632,amazon,seattle,,,,,sde ii,Software,2,4,1.5,105000,60000,,90000,,3/21/16 23:38
2633,fred,here,,,,,feather stacker,Other,,23,12,10000,4600,2000,2380,test,3/21/16 23:42
2634,ram,chennai,,,,,sr. software eng.,Software,Senior,3,3,52000,5200,1400,12500,,3/21/16 23:42
2635,voicempower,abu dhabi,,,,,software developer,Software,,6,3,11000,,,,,3/21/16 23:44
2636,juniper networks,"sunnyvale, ca",CA,US,37.38,-122.01,software engineer,Software,,6,5,120000,10000,17000,0,,3/21/16 23:44
2637,ibm research africa,kenya,,KE,1,38,software application developer,Software,,2,1.5,14000,0,0,0,IBM treats local developers like shit,3/21/16 23:48
2638,freshdesk,chennai,,,,,product developer,Software,,4,0.25,16543,,,,don't know much about stocks,3/21/16 23:48
2639,test,bern,,,,,testy,Other,,8,5,60000,1000,1000,,,3/21/16 23:49
2642,fpt software,"hanoi, vietnam",,VN,16.17,107.83,software developer,Software,,1,1,3400,,,,3rd world slavery,3/21/16 23:54
2643,linkedin,mountain view,,,,,sr software engineer,Software,Senior,8,1,165000,25,8800,75000,,3/21/16 23:55
2644,grab,singapore,,SG,1.37,103.8,product manager,Management,,3,1,90000,2000,15000,5000,,3/21/16 23:56
2646,amazon,dubin,,,,,sde ii,Software,2,15,3,87000,8000,,32000,,3/21/16 23:57
2649,twitter,san francisco,,,,,software engineer ii,Software,2,3,2,155000,,,75000,,3/21/16 23:58
2650,apple,cupertino,,,,,software engineering manager,Management,,10,2,160000,100000,20000,,,3/21/16 23:58
2653,atlassian,san francisco,,,,,senior software engineer,Software,Senior,6,1,155000,0,75000,25000,,3/22/16 0:01
2655,gumtree,"richmond, surrey",,,,,software engineer,Software,,15,5,118026,,7110,"Â£5,000",,3/22/16 0:02
2658,series b startup,palo alto,,,,,engineer,Engineering,,7,1,170000,0,0,0.10%,,3/22/16 0:06
2660,employer,location,,,,,job title *,Other,,1,1,1000,100,100,100,,3/22/16 0:06
2661,amazon,"seattle, wa",WA,US,47.61,-122.33,software development engineer (sde i),Software,,1,1,100000,25000,,"25,000",,3/22/16 0:06
2663,kimetrica,nairobi,,,,,software developer,Software,,5,2,6031.04,,,None,,3/22/16 0:07
2665,dr.agarwals eye hospital,chennai,,,,,vice president,Management,,3,1,240000,0,20000,2.50%,,3/22/16 0:08
2666,self employed,netherlands,,NL,52.5,5.75,programmer,Other,,8,3,60000,0,0,0,,3/22/16 0:08
2669,rando consulting,sf bay area,,,,,front-end engineer,Web,,3,1,75000,0,0,0,,3/22/16 0:10
2671,workday,"pleasanton, ca",CA,US,37.65,-121.85,associate application developer,Software,,0,0,90000,10000,,,,3/22/16 0:12
2672,private bank,"geneva, switzerland",,CH,47,8,it auditor,Other,,9,8,130000,0,10000,0,,3/22/16 0:12
2673,small b2b,"berlin, germany",,DE,51,9,software developer,Software,,4,,73000,11000,,10000,,3/22/16 0:13
2675,autodesk,san francisco,,,,,devops engineer,Engineering,,4,2,125000,0,12000,10000,,3/22/16 0:14
2676,series a funded startup,"san francisco, ca",CA,US,37.77,-122.41,vp of product,Management,,10,1,145000,,,10000,"Startup, granted 0.5% stock options",3/22/16 0:16
2678,sas,glasgow,,,,,software developer,Software,,3,0,51192,0,6399,Â£0,,3/22/16 0:19
2679,a mbanking company,"dhaka, bangladesh",,BD,24,90,sr. software engineer,Software,Senior,5,0.3,24000,,2000,,,3/22/16 0:20
2686,capgemini,spain,,ES,40,-4,senior consultant,Other,Senior,8,2,24000,0,0,0,,3/22/16 0:39
2687,thoughtworks,berlin,,,,,senior consultant,Other,Senior,5,1,65000,,,,,3/22/16 0:40
2689,stinkdigital,london,,,,,web developer,Web,,1,1,25000,0,0,0,,3/22/16 0:41
2691,stinkdigital,london,,,,,web developer,Web,,1,1,25000,0,0,0,,3/22/16 0:42
2692,99designs,"melbourne, australia",,AU,-27,133,developer,Software,,5,3,75000,1000,500,,,3/22/16 0:43
2694,zenefits,san francisco,,,,,software engineer,Software,,4,1,146000,0,0,,,3/22/16 0:45
2697,large tech coy,singapore,,SG,1.37,103.8,senior software engineer,Software,Senior,6,1,103000,0,0,38000 SGD / year,,3/22/16 0:51
2701,small b2b software consultancy,"chisinau, moldova",,MD,47,29,senior software engineer,Software,Senior,8,5,25000,0,0,0,US-based company. Salary in USD (net),3/22/16 0:56
2703,ddime,bangalore,,,,,developer,Software,,6,3,100000,3000,900,1000,,3/22/16 0:56
2708,:),hong kong,,HK,22.27,114.19,junior software engineer,Software,Junior,1,1,0,0,0,0,,3/22/16 1:02
2712,brd,bonn,,,,,lead developer,Software,,2.5,0,55000,,,,Just started,3/22/16 1:04
2713,small company,remote,,,,,software developer,Software,,1,1,70000,0,0,0,,3/22/16 1:07
2716,fast fashion retailer,"stockholm, sweden",,SE,62,15,application expert,Other,,1.5,1.5,46500,0,0,0,Converted SEK to USD,3/22/16 1:11
2717,ml,vietnam,,VN,16.17,107.83,software developer,Software,,4,4,20000,0,0,0,,3/22/16 1:13
2720,intuit,"mountain view, ca",CA,US,37.41,-122.05,software engineer i,Software,1,1,1,100000,5000,10000,"20,000",,3/22/16 1:16
2722,fyber,berlin,,,,,senior engineer,Engineering,Senior,10,2,65000,,,,,3/22/16 1:20
2724,small tech company,michigan,MI,US,38,-97,devops,Operations,,1,1,55000,0,,0,,3/22/16 1:22
2725,dd,ssf,,,,,sffssf,Other,,2,2,200000,0,0,0,,3/22/16 1:23
2728,technical  of brunswick,"germany, brunswick",,DE,51,9,apprentice as software developer,Software,,6,1,10000,,,,,3/22/16 1:25
2735,intel,"portland, or",OR,US,45.44,-122.52,validation engineer,Engineering,,4,3,80000,5000,7000,,,3/22/16 1:32
2742,kt,"chicago, il",IL,US,41.85,-87.65,software developer,Software,,5,2,80000,0,0,0,,3/22/16 1:37
2744,optus,sydney,,,,,ios developer,Software,,1,1,60000,,6000,,,3/22/16 1:40
2745,freelance,morocco,,MA,32,-5,software enginere,Software,,6,1,60000,0,0,0,,3/22/16 1:41
2747,navaru,"constanta, romania",,OM,21,57,frontend developer,Web,,8,5,2400,,,,,3/22/16 1:42
2751,non-start-up (~100 employees),the netherlands,,NL,52.5,5.75,r&d sw engineer,Engineering,,18,,60000,,4500,,,3/22/16 1:45
2758,mintlab,amsterdam,,,,,senior developer,Software,Senior,7,3.5,58240,,,,,3/22/16 1:51
2762,education it,sydney,,,,,junior software developer,Software,Junior,2,2,45000,0,0,1500,,3/22/16 1:59
2764,cluster reply srl,italy,,IT,42.83,12.83,senior consultant,Other,Senior,5,4,34000,0,4000,0,,3/22/16 1:59
2766,small italian consultancy firm (50+),"turin, italy",,IT,42.83,12.83,senior software developer,Software,Senior,8,2,26000,,2000,None,,3/22/16 2:02
2767,facebook,"menlo park, ca",CA,US,37.45,-122.17,software engineering intern,Software,Intern,0,0.25,8400,0,0,0,,3/22/16 2:05
2768,startup,london,,,,,technical lead,Software,,10,1,68000,0,0,0,,3/22/16 2:06
2771,some call centre,"manchester, uk",,,,,junior developer,Software,Junior,3,1,28440,,,-,,3/22/16 2:09
2772,cisco,israel,,IL,31.47,35.13,system engineer,Engineering,,4,4,85000,0,10000,5000,,3/22/16 2:12
2773,industrial company,"casablanca, morocco",,MA,32,-5,finance manager,Management,,3,0,13200,0,,0,,3/22/16 2:17
2774,small company,"london, uk",,,,,software developer,Software,,5,0.5,88164,0,2844,0,,3/22/16 2:19
2777,stock broker,"barcelona, spain",,ES,40,-4,junior web developer,Web,Junior,1.5,1.5,20000,0,3000,0,First job. started at 16k â‚¬,3/22/16 2:21
2779,self-employed,berlin,,,,,senior software engineer,Software,Senior,12,6,60000,0,0,0,,3/22/16 2:22
2780,it minds,"copenhagen, denmark",,DK,56,10,it consultent,Other,,2,2,60000,0,0,0,Student job,3/22/16 2:23
2781,self employed,remote,,,,,full stack web dev (consultant),Web,,19,8,58000,,,,Only really working part-time. About 8-10 days each month.,3/22/16 2:24
2784,sberbank,"moscow, russia",,RU,60,100,oracle database developer,Data,,15,1,24000,0,0,0,,3/22/16 2:28
2785,bob,pa,,,,,director,Management,,10,8,60000,0,0,0,,3/22/16 2:28
2786,visa,singapore,,SG,1.37,103.8,software engineer,Software,,2,0,50000,2500,10,Not sure,Starting work July 2016,3/22/16 2:28
2789,edmond mcconnel,kiev,,,,,linux engineer,Engineering,,5,3,1520,,,,,3/22/16 2:31
2792,health ensurance company,germany,,DE,51,9,system engineer,Engineering,,10,10,67200,,,,,3/22/16 2:36
2793,fortech s.r.l,"cluj-napoca, romania",,OM,21,57,senior software engineer,Software,Senior,3,1,25200,0,0,0,"Flexible schedule, come and go as you want. 40 hours a week. 21 paid days off. Free fruits, snacks, lots of parties. No open floor plan. ",3/22/16 2:37
2794,30 person startup,"munich, germany",,DE,51,9,software engineer,Software,,6,1,46000,,,,Remote,3/22/16 2:38
2797,ab   dalen,dalas,,,,,production  manager,Management,,10,6,982032,,,,,3/22/16 2:41
2798,us based company,"athens, greece (remote)",,GR,39,22,software engineer,Software,,8,1.5,97000,,2000,,,3/22/16 2:41
2799,transplace,"greenville, sc",SC,US,34.83,-82.37,senior software architect,Software,Senior,5,4,75000,,,,,3/22/16 2:42
2800,funded startup,london,,,,,senior developer,Software,Senior,5,1,72000,0,0,0,,3/22/16 2:42
2801,small agency,ireland,,IE,53,-8,senior developer,Software,Senior,15,1,50000,0,3000,0,,3/22/16 2:44
2803,tut,south africa,,ZA,-29,24,junior lecturer,Other,Junior,15,8,260000,,,,,3/22/16 2:46
2804,n-a,switzerland,,CH,47,8,security,Other,,6,1,115000,0,0,,,3/22/16 2:46
2805,a vfx studio,london,,,,,software developer,Software,,10,5,71419.95,0,0,0,,3/22/16 2:50
2807,microsoft,"seattle, wa",WA,US,47.61,-122.33,software developer engineer 2,Software,2,7,7,130000,30000,12000,"7,000",,3/22/16 2:52
2811,nda,istanbul,,,,,software developer,Software,,2.5,0.5,23000,0,0,0,,3/22/16 2:58
2812,pbs,dc,,,,,tech lead,Software,,9,1,125000,3000,,na,,3/22/16 3:01
2813,dimension data,melbourne,,,,,s/w engineer,Engineering,,,,65000,0,0,0,,3/22/16 3:02
2814,hpe,arbedo,,,,,software engineer,Software,,0.5,0.5,70200,,,,,3/22/16 3:03
2815,livelo,brasil,,,,,software engineer,Software,,15,1,52000,,12000,,,3/22/16 3:03
2818,reply spa,"milan, italy",,IT,42.83,12.83,consultant,Other,,4,1,31000,0,2000,0,,3/22/16 3:05
2821,general electric,"cramlington, uk",,,,,software engineer,Software,,8,1,51192,0,0,0,,3/22/16 3:07
2822,tt-netvÃ_rket,denmark,,DK,56,10,student worker,Other,,3,3,13500,,,,Recieving student support from Government,3/22/16 3:08
2823,nokia networks,wroclaw,,,,,working student,Other,,2,2,12618,0,0,0,,3/22/16 3:09
2824,the univerisity of sheffield (top 5 nationally),uk,,,,,systems developer,Software,,3,3,35550,,,,,3/22/16 3:09
2827,beelert,amsterdam,,,,,chief technology officer,Other,,15,1,36000,0,0,0,,3/22/16 3:10
2829,mccann,paris,,,,,digital creative,Other,,10,1,840000,0,0,0,,3/22/16 3:13
2830,cloudreach,edinburgh,,,,,devops engineer,Engineering,,2,3,20000,0,0,0,,3/22/16 3:13
2831,sully-group,strasbourg,,,,,it engineer,Engineering,,5,2,25000,0,300,0,,3/22/16 3:16
2832,freelance,"cluj-napoca, romania",,OM,21,57,software developer,Software,,8,1,42000,,,,,3/22/16 3:18
2833,ghgh,ghgh,,,,,ghghgh,Other,,56,,565656,5656,566,6,,3/22/16 3:18
2834,s,asdf,,,,,asdf,Other,,,,,,,asdf,asdf,3/22/16 3:18
2835,ali,bali,,,,,pagla dancer,Other,,9,5,550000,20000,200000,1555555,,3/22/16 3:20
2836,avast,prague,,,,,security engineer,Engineering,,7,3,40000,0,0,0,,3/22/16 3:20
2837,china***,didu,,,,,java server,Other,,3,2,140000,,,,i want to say.everyone here present is laji,3/22/16 3:23
2839,early stage startup,"stockholm, sweden",,SE,62,15,head of tech (first engineer),Engineering,,10,0.5,73000,0,0,,,3/22/16 3:25
2840,less than 20 employees,brussels,,,,,full-stack developer,Web,,1,1,27600,0,0,0,Mainly self-taught,3/22/16 3:27
2841,goldman sachs,london,,,,,analyst,Data,,1,1,39000,6000,,,,3/22/16 3:28
2844,cisco,"reading, uk",,,,,software engineer,Software,,5,3.5,68256,0,17064,5000GBP,,3/22/16 3:33
2845,axis communications,"lund, sweden",,SE,62,15,experienced software engineer,Software,,9,6,510000,,,,,3/22/16 3:35
2847,oracle,"cape town, south africa",,ZA,-29,24,software developer,Software,,0,1,32000,,,,,3/22/16 3:36
2848,in the attic ltd,"west yorkshire, uk",,,,,full stack engineer,Web,,14,10,149310,,,,,3/22/16 3:37
2849,criteo,paris,,,,,senior software engineer,Software,Senior,6,1,70000,,20000,5000,,3/22/16 3:38
2851,30 person startup,"new haven, ct, usa",CT,US,41.31,-72.92,mobile engineer,Engineering,,10,3,90000,0,0,,Job title does not match actual job description. Company hasnâ€™t updated it since hire. I conciser myself a Software Developer,3/22/16 3:40
2852,yelp,san francisco,,,,,software engineer,Software,,5,2,125000,0,0,450000,,3/22/16 3:40
2853,tag,dublin,,,,,software developer,Software,,4,2,36000,,,,,3/22/16 3:44
2856,to small to say,frankfurt,,,,,interaction designer,Other,,2,2,43680,,3584,na,,3/22/16 3:47
2857,fintech startup,toronto,,,,,product manager,Management,,16,2,120000,0,8,0,,3/22/16 3:47
2859,adobe,noida,,,,,s.s.e.,Other,,3,3,2000000,,,,,3/22/16 3:47
2862,northwestern mutual,"milwaukee, wi",WI,US,43.06,-87.96,lead project manager,Management,,13,11,102000,,21000,,,3/22/16 3:50
2863,badoo,london,,,,,mobile web developer,Web,,8,3,75000,,,,,3/22/16 3:50
2866,teradata,atlanta,,,,,professional services consultant,Other,,2,1,67750,0,7500,0,,3/22/16 3:53
2868,inria,france,,FR,46,2,research engineer,Engineering,,10,1,32000,0,0,0,,3/22/16 3:53
2872,bbc,"manchester, uk",,,,,senior software engineer,Software,Senior,6,3,56880,0,0,0,,3/22/16 4:04
2876,school,bermuda,,BM,32.33,-64.75,physics teacher,Applied Science,,8,0.5,98000,0,0,0,,3/22/16 4:07
2878,supplyhog,"chattanooga, tn",TN,US,35.06,-85.25,sr. developer,Software,Senior,6,4,82000,,,,"Only 50% health insurance, so same as ~76k with full health insurance.",3/22/16 4:09
2879,unfccc,bonn,,,,,associate information systems officer,Other,,7,2,90000,0,0,0,Money is in Euro,3/22/16 4:10
2880,nwas,nw,,,,,para,Other,,7,5,28000,0,100,0,,3/22/16 4:10
2881,spam spa,italy,,IT,42.83,12.83,software developer,Software,,10,5,35000,0,0,0,,3/22/16 4:13
2885,station ag,switzerland zurich,,CH,47,8,web developer,Web,,1,1,60000,,5000,,,3/22/16 4:18
2886,technicolor,france,,FR,46,2,technical advisor,Other,,8,1,90000,0,10,0,,3/22/16 4:20
2890,office depot,"boca raton, fl",FL,US,26.37,-80.1,lead systems engineer,Engineering,,25,9,100000,0,15000,0,,3/22/16 4:24
2893,curtiss-wright,"hatfield, pa",PA,US,40.27,-75.29,lead software development engineer,Software,,2,3,73000,0,1000,1000,,3/22/16 4:27
2900,bestbuy,richfield mn,MN,US,38,-97,senior web engineer,Web,Senior,3,1,110000,,27000,,,3/22/16 4:36
2901,abc,india,,IN,20,77,software developer,Software,,10,4,400000,,,,NIL,3/22/16 4:36
2902,startup,mumbai,,,,,android developer,Software,,6,2,110000,0,0,0,,3/22/16 4:36
2903,stripe,san francisco,,,,,marketing lead,Other,,12,2,170000,30000,120000,,,3/22/16 4:36
2905,mit loln lab,boston,,,,,associate staff,Other,,5,5,98000,0,0,0,,3/22/16 4:39
2906,parisian startup,"paris, france",,FR,46,2,lead developer,Software,,4,2,51000,2500,,1000,,3/22/16 4:40
2907,amazon,toronto,,,,,sde1,Software,1,1,1,80000,10000,,20000,,3/22/16 4:40
2908,western union,montvale nj,NJ,US,38,-97,senior application architect,Other,Senior,18,2,130000,,20000,,,3/22/16 4:40
2909,interactive intelligence,indianapolis in,,IN,20,77,development manager,Management,,8,4,83500,0,15000,2000,,3/22/16 4:40
2910,aon,chicago,,,,,senior team lead,Management,Senior,12,3,110000,,20000,,,3/22/16 4:44
2912,multinational mobile sector,"madrid, spain",,ES,40,-4,software engineer,Software,,7,5,30000,,1500,,EUROS,3/22/16 4:46
2913,local webdev company,germany,,DE,51,9,fullstack webdeveloper,Web,,20,2,37600,,500,,AXAX123,3/22/16 4:46
2914,datastampa,milan,,,,,junior software developer,Software,Junior,1,1,20000,0,5,0,,3/22/16 4:47
2921,150 person it consulting company,"munich, germany",,DE,51,9,senior consultant,Other,Senior,9,5,70000,0,3000,0,,3/22/16 4:56
2923,mirantis,"moscow, russia",,RU,60,100,"openstack software engineer, t2",Software,2,6,1,34800,0,0,0,,3/22/16 4:57
2924,healthcare system,"grand rapids, mi",MI,US,42.96,-85.65,application development analyst,Data,,5,1,77000,0,500,0,,3/22/16 4:58
2926,software house,krakow,,,,,ios developer,Software,,5,0,30000,0,0,0,,3/22/16 4:59
2930,goodgame studios,hamburg,,,,,backend developer,Software,,7,3,43800,0,0,0,,3/22/16 5:08
2932,amazon,toronto,,,,,software development engineer,Software,,2.5,1,98000,22000,,,,3/22/16 5:10
